,economia,diplomacia,estado,sociedad
0,0.37182254581876756,0.490519477417155,0.4530695731834784,0.3002137350005162
1,0.48805586667536754,0.6959638570507236,0.34703401347587726,0.25570958064822424
2,0.4527864395783748,0.4946010872334587,0.42760400266201853,0.48296663441702986
3,0.387957249440731,0.4981897382124339,0.44786613271455966,0.5437042725596725
4,0.575498192917218,0.6647327430530924,0.7200762031817495,0.5394214476034752
5,0.39667185229460716,0.39288306726889183,0.6558999991953608,0.3225116255838164
6,0.4942573010895574,0.6754614429152719,0.28911185593630334,0.4570898335757985
7,0.6667530879683577,0.6779318047344131,0.3764036729007854,0.15116556623291666
8,0.4575264957466271,0.37594016625826326,0.5117214344746908,0.3517386136246568
9,0.772421108146586,0.28614700737145843,0.46293946465783276,0.5176053784902895
10,0.2801356761507171,0.37457144511817525,0.673768808526406,0.336984841881569
11,0.5645383603484535,0.5115691619461991,0.4543497254338718,0.17084611808134523
12,0.43252832842731626,0.5805695807712855,0.42622354088604303,0.33045150873201595
13,0.3991740020519118,0.6665476356575296,0.4643526946925701,0.3172640491886032
14,0.5312950568449146,0.4262719845337968,0.5261735499608214,0.432561093521994
15,0.4072252565237446,0.4643289086585313,0.6339138381667505,0.28089718059079316
16,0.4768549852798,0.44248213550594484,0.38602549823599364,0.36202775814009036
17,0.47851889693306865,0.36553232407426567,0.5894436992966102,0.5297881366137285
18,0.32718578155812883,0.5758631086778844,0.25952404366726467,0.4586071344126067
19,0.44976855009686223,0.534178494101726,0.6514048335949358,0.415822902548712
20,0.6321505308095359,0.45326795744708065,0.31567266195505683,0.36752636533378275
21,0.3827181961733882,0.4257604744618821,0.7211474584741677,0.2583069621349043
22,0.49592377299296964,0.28645870978802257,0.5019421203904788,0.49832194154298076
23,0.6027367955149149,0.6218475178456496,0.4749044533998051,0.42217337587361364
24,0.5718531434936847,0.7362036237372379,0.3721213039760046,0.19761062524081446
25,0.4366045852846621,0.44265133977312343,0.5169220767147538,0.4240060179089706
26,0.23713974532451382,0.4911576770725827,0.36902547710060396,0.730131861209027
27,0.6211391040864721,0.7474284774224412,0.47169736092001013,0.6474644703384355
28,0.6897429887915248,0.37518627682568606,0.4685283590425648,0.5872385927539696
29,0.5591873358815714,0.6057251736793612,0.3580577279548485,0.6247178108866737
30,0.5754683796935334,0.49385026887845795,0.7183765070534922,0.4794683381102385
31,0.39634114910787327,0.6947035488773301,0.4034998327387941,0.522547094554937
32,0.11524445429379555,0.6510042208933289,0.6207463593285121,0.7918396310314854
33,0.4825741994607723,0.5255338294791353,0.3691274261189678,0.5044541755531952
34,0.5995248066032182,0.54932359690699,0.38707026950486245,0.556581748712619
35,0.5040840398029242,0.6141922985581602,0.5169236146416525,0.8691097281671036
36,0.37486511195827493,0.5300022494350554,0.5095104324317138,0.2931129819104161
37,0.4096599941831911,0.4890043127958038,0.46685578980453313,0.6553153358011619
38,0.34117088993168965,0.6739379584730392,0.42209490677348854,0.6730618606495367
