,economia,diplomacia,estado,sociedad
0,0.3628759320273357,0.42862548844315623,0.2885505023900228,0.19733060658004084
1,0.4669151851816548,0.5632629207471586,0.6151082753468264,0.45229364453710014
2,0.4078305901090473,0.41158993713028685,0.9420366245076809,0.23885837159307668
3,0.4515359839121871,0.5885492918282703,0.016522935773067134,0.35590617866715485
4,0.3988115859427842,0.5898023066262029,0.2039988584557404,0.49298830168752217
5,0.6931105954719188,0.4193836153819931,0.5205233728513207,0.6573478558174788
6,0.288963853426963,0.2915187943123991,0.04010238219108148,0.4556667423659313
7,0.6337298565104449,0.7123564076431831,0.9999658474760167,0.5224077572935254
8,0.6621011994332401,0.6150609137027061,0.9466562852315475,0.3889216348894531
9,0.3480937882220768,0.36986999867628967,0.012490959956816304,0.430401810959685
10,0.46201668281577296,0.6927031184202513,0.7560518345130889,0.7105844653659341
11,0.5574938536699598,0.4546513898308632,0.6781665052091351,0.6331476945368231
12,0.5529737491811728,0.6209425468086907,0.09585214836290121,0.6363383231313751
13,0.5845313169514404,0.5325516560963554,0.9891273479570375,0.45516160592098936
14,0.4781823479413302,0.5425820445707557,0.036651552737676,0.7468613094143334
15,0.6420748936443198,0.5216050333671308,0.6938737055895338,0.4887690074638229
16,0.7167895310917337,0.27907123896412683,0.7791313931228686,0.37628156026958787
17,0.6411227352456037,0.510616014672042,0.15507964375607658,0.5542720087292821
18,0.5922268458966133,0.5054262648469743,0.9755411536158178,0.6163010059491026
19,0.4350691084480492,0.47146925598334083,0.2807178363683994,0.5356021882253386
20,0.40975804220950235,0.5743766919842439,0.6663012944921645,0.5722671727318644
21,0.5412033711577316,0.5143556568280303,0.61164702159531,0.2893576138170651
22,0.7717120576269695,0.3498592827548672,0.09537154573605455,0.590160305208493
23,0.5966907720707928,0.26697655573708134,0.9726806510795696,0.3208765225798444
24,0.46871389707022987,0.4212459624645929,0.9418721863808852,0.3573577754331396
25,0.5948199839135717,0.5548167687259382,0.22539039031361244,0.5717378067305864
26,0.6358272146681698,0.4781358576014871,0.9727047911108809,0.32352777693057666
27,0.35686863790057094,0.5071267429792823,0.00847511531118413,0.6999604649005416
28,0.4804579930110289,0.18011885709968856,0.04936756373993494,0.5503145332236485
29,0.43947926822471456,0.4769739124169803,0.9921505499305501,0.35527093229505513
30,0.48914191948245717,0.29643366023042633,0.0873009444264231,0.4830501540160365
31,0.6974442883031995,0.40595695847922725,0.037522677629595845,0.47153601238899917
32,0.3350935167101391,0.47590727921509984,0.9995112143159035,0.693332269433149
33,0.4737425610284429,0.42388682177501824,0.6261382595835234,0.43902578865934283
34,0.6527163939248735,0.5882400237414087,0.9004716026377044,0.520223341934793
35,0.38451377742062126,0.2659756763077031,0.40226634277989914,0.6965172304448184
36,0.3456374267533403,0.5073328012830541,0.4134317304839071,0.5792671973867339
37,0.3521047447806366,0.36113408390925256,0.8519043184733981,0.5837259924453896
38,0.3198203077589095,0.6588139365098121,0.9898586085081892,0.4300359254417273
39,0.2578296255761019,0.40591857498443007,0.24343910334810934,0.43206923936208635
40,0.48982565469694156,0.23573781930259474,0.07413287786764883,0.38701570296132454
41,0.5426077632308441,0.5670745020674194,0.9997904923546144,0.5401104784120535
42,0.4473651067142247,0.26194979031170357,0.0077742635211413905,0.5427846412996453
43,0.49944044626281076,0.5576421363365708,0.006917485927790737,0.6380641251570935
