,economia,diplomacia,estado,sociedad
0,0.6497273644468476,0.5396367775610756,0.5446497230009694,0.7256956846565048
1,0.7283897046150903,0.45755338102720794,0.5746960115207695,0.7129716341020389
2,0.4990626168401464,0.5021644190984819,0.6020567685546196,0.6443830888130206
3,0.39681183757811894,0.3726261284748761,0.4369333442216687,0.693142303993127
4,0.7151179217641099,0.38973601074796566,0.6642369728351425,0.8586648634746513
5,0.3500909904684046,0.5903896846409614,0.7509317723226292,0.4030332980345265
6,0.4132201284253044,0.6538546897745117,0.7330364384414546,0.9125485869601532
7,0.6250603939356502,0.4623691049701604,0.6841872364081153,0.9470442390437315
8,0.42243796231039654,0.6753260120117653,0.5976896944612372,0.8491011801351501
9,0.5982055284136781,0.5546314207958488,0.5801858259141169,0.4165319635973845
10,0.4792445926215523,0.49590083609678015,0.4553614607288321,0.5996012769987403
11,0.5513364059058485,0.34659817656044206,0.6161667526283158,0.3816542207402931
12,0.4622902065889475,0.6823429114273497,0.5724358794607736,0.6772558704307332
13,0.5854765710197734,0.3324604361517467,0.571959472656204,0.9567577754793315
14,0.34746666149629873,0.621884591799951,0.6183064052668854,0.8929910983847724
15,0.3134064223627292,0.5570573188971053,0.715578118920569,0.4512185420085242
16,0.5003455001301879,0.3060326419480699,0.3987071861829018,0.2749594455154468
17,0.906388798128477,0.641082561264617,0.45979203615541986,0.5427334387746642
18,0.46009041191129063,0.4100801113382975,0.46123441198161874,0.8912253800588134
19,0.4883741485870385,0.5379828764053597,0.4776174439740313,0.6435031304094977
20,0.34169529725382114,0.44583120994402253,0.725942962540273,0.8242416768603965
21,0.25041158885492104,0.33836580492509344,0.6474495635199802,0.6052026560818046
22,0.4143062302273429,0.598478329526944,0.5398742849738091,0.9782663129662008
23,0.5615475711292734,0.5205199888144316,0.5982400389396446,0.7753561387874045
24,0.35461785453120276,0.5575183224176328,0.5206332009011723,0.6892230723008658
25,0.405997192859752,0.49790479863869364,0.8198244680503464,0.7281833670367457
26,0.5881717230078642,0.3522792113457165,0.580277996869289,0.7532838791181414
27,0.40218261668342503,0.4479370360331584,0.5119808972428863,0.3416451537216411
28,0.48653209706495004,0.31464314812117405,0.40332866592165845,0.36535248684479005
29,0.5637497748714847,0.6987222415455296,0.7452370861836469,0.41236744959791216
30,0.5435932327475577,0.5552587976071433,0.5283661344392897,0.6395669584725572
31,0.21968752474515962,0.430296899372958,0.5463891464513007,0.8862891387846994
32,0.3627728854294852,0.4579890340268609,0.39189199029088023,0.8756949122554233
